node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,dir_19,dir_20,dir_21,dir_22,dir_23,dir_24,dir_25,dir_26,dir_27,dir_28,total
129,61605,27718,15020,33663,23242,99665,50528,37667,26637,31074,24269,46511,25893,52838,36684,51178,49456,97357,84426,69500,65694,96514,78889,41910,23583,42929,98067,65615,9389,1467521
130,29219,41414,58743,45347,49550,78220,17409,72075,40431,51929,22637,61410,48752,109377,40531,91348,42674,56350,72783,22702,69964,43479,33714,85997,52617,44586,29522,47236,31743,1491759
131,13112,46593,9991,36934,40334,51829,52254,36811,72161,23125,35678,36992,45731,16676,53198,68202,20502,31137,23081,23641,60620,63890,23320,62098,30881,52292,58674,37115,86515,1213387
132,59835,49081,58153,73208,884,58136,31488,53577,25180,52129,168087,65132,60083,58734,10006,44705,10064,25496,72569,20299,55255,38097,47057,19039,94274,95881,96419,80485,58570,1581923
133,98759,104963,118474,113742,191674,87124,102623,90763,113270,117909,68471,47584,60533,64603,80664,53246,3336,41415,45058,3951,39286,43332,15213,17875,35120,23125,98036,34211,66905,1981265
134,206216,92421,57147,114225,56338,74092,175355,72482,91342,162237,38093,60316,76739,24400,31431,42228,59239,48155,30000,52042,79150,9359,49754,115123,112901,146306,122750,47239,127302,2374382
135,108629,128854,130525,77359,60504,49619,175821,105006,88492,116233,50416,49808,43988,82559,50412,39282,67930,83478,10367,15815,91999,43347,30000,56144,35709,71028,114525,31244,34983,2044076
136,80979,170516,108069,139401,71123,87652,43105,200090,90485,124893,23310,23255,16085,35743,30188,65019,61689,57544,66416,29869,38560,43923,14690,61233,64625,64242,130258,75132,97352,2115446
137,60134,65544,55575,71876,63079,29577,53877,9722,106651,49901,19999,20012,50518,45450,45787,71112,30003,31684,78369,113365,95770,59956,18613,72348,93800,60021,119234,50000,82871,1724848
138,102214,98250,3242,46423,106485,82057,88398,104373,83067,138219,134281,96198,59377,38276,60320,120792,38474,40988,74314,75203,51511,50054,29885,39485,35169,29866,131860,35473,47272,2041526
