node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,dir_17,dir_18,dir_19,dir_20,dir_21,dir_22,dir_23,dir_24,dir_25,dir_26,dir_27,dir_28,dir_29,dir_30,dir_31,dir_32,dir_33,dir_34,dir_35,dir_36,dir_37,dir_38,dir_39,dir_40,dir_41,dir_42,dir_43,dir_44,dir_45,dir_46,total
1115,18546,10984,12501,10871,12718,11653,12535,14141,11791,11606,12917,14037,14201,14588,15359,12891,11037,13481,11763,12357,11736,12149,11013,11637,12956,10098,11144,14081,11832,12714,4730,4681,4688,5572,6329,7646,7636,1989,5305,6471,6621,63215,46333,47224,143694,61388,63778,866637
1116,1331153,1068812,36769,32936,39066,35317,33203,30816,34231,36949,38399,34950,33924,38737,32687,41537,35951,37851,36538,33025,34427,24094,27785,33527,33420,31619,34167,36310,30332,33503,35323,28069,75479,61936,21433,25126,25297,34929,27273,37534,218752,245525,283012,20219,20064,18969,180305,4721280
1117,594059,489489,39732,27394,29158,28678,28678,27428,28051,31492,25941,28638,30805,34356,32230,35503,31414,30260,27753,24371,34504,24772,32074,26420,26499,25096,29264,27138,25358,30528,29757,29082,60800,24479,14775,11329,12828,17446,16244,17726,35058,86313,105190,78058,71647,76072,29829,2623716
1118,530737,460200,27508,24901,26396,25184,20239,21186,31934,26196,26677,26956,30507,28210,24747,33521,26107,28892,25953,22607,26593,24059,23358,24622,19980,26794,26321,25990,23887,25995,23540,25134,77225,55951,16275,16077,17676,29997,9858,9097,29149,34109,131572,117950,104333,116205,35368,2565773
1119,742373,430524,36433,29144,33030,31648,28704,27120,28728,37287,31411,33112,32146,34641,35427,33803,34720,34477,29436,24152,35875,24338,28093,25215,26015,32496,33232,31062,27614,28510,33642,29235,77798,64061,16939,15197,16538,24802,17778,21604,28176,25830,46788,194575,181612,186753,39140,3061234
1120,175597,139428,184760,122938,107892,108422,106423,99042,90519,89570,79183,68666,80277,78724,21817,37615,57504,7726,28922,39438,18697,48942,67573,12567,30276,52230,34991,40764,194262,4494,66269,17519,16941,14674,10501,9238,9674,10924,7040,4076,997,2778,1078,2280,1807,3059,136576,2544690
1121,185027,83655,152075,94882,87247,82155,83362,84267,71909,74626,60175,59672,60688,59089,3245,43977,57785,8972,25333,44568,6071,38770,25995,9816,54293,38010,38436,49966,160943,2869,57408,19096,19873,21444,16085,11852,7345,11141,8801,2299,925,1524,643,2162,1245,1167,88966,2119854
1122,229967,145593,149515,94815,88237,81401,83305,84889,71946,72891,65276,61630,63426,61700,1762,2823,40927,9090,26984,43562,5924,32759,23564,21660,60891,36497,42232,31803,141898,2578,57040,18648,18926,23611,16332,12636,8522,12204,8941,2228,1636,1429,891,3268,1366,1457,104565,2173245
1123,326963,270308,253134,246812,221601,321170,260351,212429,119811,103989,97703,94821,173569,110185,107522,87551,79216,101807,98822,3761,3121,1860,10762,23838,41615,3777,48605,37772,19608,20468,15876,26779,29036,48616,3360,58439,32394,25031,24267,22866,20003,12493,14861,8647,3623,4015,1840,3855097
1124,120392,45289,40126,27762,24062,27678,38426,264475,139447,125686,114028,107757,108893,99449,101759,5756,5360,6292,3934,35516,66959,3603,44991,19319,28429,26158,26328,29219,34352,5818,2102,94879,32118,38851,43678,30630,26874,18996,20280,17695,3311,1685,4502,1498,2410,1949,1522,2070243
1125,138810,50655,33928,20317,16122,14862,36280,229282,208444,23214,20665,19161,22293,13977,56608,4518,42863,15900,14740,24651,29447,27838,35325,7004,1966,80804,20227,26273,33317,19329,17427,17568,14007,14584,2043,2988,2743,2768,765,3053,2295,1186,6800,4689,5645,11219,17869,1416469
1126,115158,28016,14047,11578,4281,8876,21614,77472,65105,53895,50767,32263,24174,2119,8768,9562,6713,9770,7673,12481,12865,8384,2528,14751,8284,6149,10208,7005,4530,3562,4055,3923,1960,1853,1890,1359,3654,2007,2035,4959,2720,3993,3582,6255,8697,21176,31735,748451
1127,134845,27831,13426,14092,18984,2283,5123,21008,38412,29634,25702,26678,16687,12204,3966,18787,7459,8824,7130,6431,8385,11224,8147,16822,9616,2393,3937,3950,3073,3310,7805,5959,4005,1448,2821,2863,5002,2689,2585,5468,2867,1295,2834,4662,3524,13986,14254,594430
1128,149224,33607,12703,23455,17673,13680,10319,23547,74218,50600,46254,35675,28987,28150,19610,3226,13880,18740,23111,25574,26394,25383,15463,38212,19061,8599,7270,10162,7301,5237,4741,7046,6946,6854,3721,2095,7592,1569,2906,3411,4041,1475,2978,2145,11681,23827,45647,953990
1129,238203,68975,50105,43232,37630,41148,30280,28372,23196,15855,13736,4530,13181,20146,17856,9119,10758,11211,9739,23001,16850,9475,3030,2490,4576,2572,3457,3166,2366,3613,1492,1796,2650,2033,903,1632,1078,9270,2380,926,1976,6927,13288,11064,19275,12181,15384,866123
1130,140967,24054,15209,33759,22610,32825,56647,48691,41861,34075,32101,25928,6923,3347,12487,6776,15021,12172,13231,15938,13482,15423,7808,4776,5707,3851,3288,2928,6055,4166,2600,1997,2853,2138,4149,2077,2833,1299,5546,3486,951,1179,5714,10172,12301,23000,9214,753615
1131,123229,44040,21468,46372,35994,52699,29732,63074,49744,49311,40065,31152,27966,12402,4521,13908,7329,9200,22851,19540,26582,25108,26648,12695,6928,8759,8240,7939,6647,4954,8880,4613,1635,4023,3949,4872,1442,1695,919,20014,2922,2017,2703,6670,11307,19459,13287,949504
1132,111154,55115,26269,31137,13523,29008,27947,22281,59675,49153,45199,38017,32393,28007,12978,5465,18594,10022,11252,16501,24644,26181,19880,23058,12375,7469,6008,7461,7802,6749,5234,8069,3480,2079,2366,4379,5490,2572,1566,3331,11796,1572,1623,1329,8417,13027,33967,895614
1133,107569,45465,13702,31027,17707,18788,15886,26680,63046,49528,45612,36870,34159,30369,15011,3479,17708,11561,11998,18168,20486,33733,19340,23960,19023,9002,8640,8085,9170,5191,7002,6519,4391,3140,7875,5619,6347,3399,2435,2756,11917,1965,1486,2758,8607,14576,39003,900758
1134,134513,57541,24334,61400,19819,24921,20041,37938,65446,49670,45640,37414,30844,26687,14902,4844,18701,8306,11626,18546,19013,18706,24236,25247,15033,8021,5812,9403,10304,5825,7755,6978,4066,2562,4502,4256,5565,3531,3915,2031,4611,3088,1277,1592,8104,13587,36765,968918
1135,83041,22338,103558,133448,101143,104128,122638,207333,111352,98325,99286,74134,23727,21631,14093,11751,12433,13368,10801,15590,12887,11999,12678,19340,14954,9964,6818,9994,11668,9407,12521,7127,7703,9372,7866,6050,8471,8487,6651,7012,55882,2838,2534,4874,15738,13251,20244,1700448
1136,116281,8380,27730,13166,14125,7649,18150,117820,41528,30793,29488,22202,19615,14880,6616,6411,10969,13853,8219,9555,11791,10520,11275,4969,12249,3659,4542,4441,4885,1753,2557,4326,3793,752,2961,6672,2196,6313,3372,2479,4259,3847,2070,3728,12076,11417,31779,712111
1137,104561,25549,31901,24097,20506,18893,27911,54556,107078,85946,79160,63662,46410,31821,3403,3667,18001,14757,12405,16486,15938,16345,15070,11011,1912,19669,15170,16110,15998,12688,12075,11245,7521,5691,5063,6279,8326,6244,4666,9045,4449,2852,1667,2143,7601,15118,48427,1089093
1138,116988,22606,13631,13787,15552,18641,49340,49691,41567,35008,37146,27684,20078,3565,1664,9055,6997,5745,6871,8186,6948,9275,18876,3858,1280,14787,11607,10707,8251,7498,6975,7683,1415,2640,3538,2335,1212,3185,2238,11753,3319,2802,2232,4216,7754,14701,24140,699027
1139,111010,14719,11711,11377,18875,15427,44267,39299,31619,30431,30520,22751,18716,5165,1630,8870,7411,4610,5870,9232,7930,7099,10561,1974,4257,2120,16526,14785,12848,6312,6511,5970,4869,3214,3170,2040,2537,1303,3224,7545,3569,3584,4035,3205,5845,17057,23373,628973
1140,118182,17143,16350,17948,7857,5482,42042,54598,35846,35502,40406,25283,17477,3459,1182,9196,10604,3630,5210,4832,5192,6853,9995,821,1638,543,1686,11556,11924,10827,8463,7701,1935,891,1994,2501,2155,882,3007,5296,1951,1704,3212,3016,7981,16449,23981,626383
1141,134110,32307,15597,9564,5099,11952,31817,38543,33642,32664,30679,21564,15851,7598,2620,9232,6842,6088,7291,6849,7948,9226,10551,3271,2269,3766,3670,926,13706,10385,9760,6469,5979,5000,3205,1928,3150,3563,4580,7951,4769,6026,5180,5272,6896,15451,21226,642032
1142,104703,34069,34564,14373,9112,19293,32742,40263,33730,32102,39595,25903,18048,6029,2926,12181,13235,6434,5457,5540,6974,5795,19633,5589,4347,1585,4911,2193,2449,17587,10644,7857,7287,3804,3364,3309,3703,2424,3068,7982,10562,3215,3774,5661,7033,16478,19622,681149
1143,160704,47240,24675,19123,15523,40237,38525,34601,29413,26476,27627,18931,14101,4293,4953,13190,21845,3714,4713,6942,8316,10774,13088,5727,5054,1077,2445,1635,2178,812,14820,11548,7548,5262,3155,2856,2466,3875,4398,5283,6234,5048,5217,5226,9894,18587,15003,734352
1144,106652,27019,22486,9778,12283,15308,40809,34529,30996,29524,28989,21138,15176,5924,4983,11984,11858,6760,6803,7921,7783,5503,5043,2655,5269,2586,4099,2056,1027,2843,1580,12223,8145,4978,3324,4358,3408,2736,1154,4513,6801,5235,3855,5352,7951,17482,30794,613673
1145,121667,34731,14779,15867,12577,17243,36489,36263,31310,26376,25610,20874,14164,6395,2271,7422,10830,6393,5671,6819,4089,5092,3613,3499,3596,2431,1746,2116,1775,2345,1225,1799,3984,4418,2206,2411,2934,3432,3015,4130,11936,5959,3955,8512,9997,16416,28939,599321
1146,106453,22666,17667,16704,13597,14073,31747,31487,22399,25056,20994,16937,10725,3574,3591,3257,15820,6226,2990,5567,3285,4466,5538,1310,3439,3133,574,2870,1349,1456,4626,1625,3991,7043,4035,2947,3008,2085,5833,2872,4769,4913,4343,5195,5481,10607,21385,513708
1147,110961,20948,16517,11598,22822,17463,31201,41480,38633,36660,31564,27546,18664,4208,4465,4591,12284,4943,4729,7948,7425,6828,4841,2562,3186,1445,1854,2037,1587,3418,1756,4043,867,3834,3557,5249,1437,2622,1961,2455,7376,7496,5012,3803,6522,6978,24587,593963
1148,112281,15298,25487,11029,20382,23181,32984,28685,20819,23148,20195,16644,10859,3336,6408,2436,8559,3215,2190,1987,2030,2967,3246,3493,5556,2928,1533,1905,1801,2067,1918,4393,5506,2602,1802,6256,4336,2115,3340,4941,2871,7020,2664,4169,5648,6427,19748,502405
1149,128636,23188,29033,15727,19980,17272,26062,30990,25556,22349,21358,15760,3180,1701,5942,4149,4174,5033,2159,3160,1945,4055,3759,3489,4618,1906,2489,2441,3812,1009,1499,3706,3101,2442,3207,5005,4998,834,1464,5505,3775,3600,2299,3628,8374,16748,5513,510630
1150,110794,27325,22117,18809,12375,15185,16675,18279,19084,14299,13307,9592,2724,2337,4191,9164,5641,1920,3082,1359,2520,2604,4751,855,2942,3456,3649,1578,2561,2734,2584,2167,2343,2111,3238,3103,3977,1712,4315,3060,3650,2320,1190,2434,1688,15702,2572,414075
1151,102133,30043,23898,20724,14686,17497,17827,26331,17812,16675,12951,7943,4652,2848,2914,4606,3677,2792,989,4468,2701,2684,770,1940,532,3138,2683,4027,710,1119,1651,982,848,1526,1673,1052,2549,1240,870,3027,2294,3898,1586,2324,1603,11570,2850,397313
1152,131607,27397,22494,21297,15387,15815,19611,20306,15041,12667,9921,6271,4208,6056,1084,5800,2040,2305,3098,2458,3693,1840,1334,898,1996,2509,1546,2923,544,2403,2806,2048,1270,1546,2669,2595,3217,1097,1769,2732,4271,3442,1394,2319,1774,13106,2387,414991
1153,150222,59712,54730,48631,53531,61284,59044,14772,11305,10612,5716,899,3589,3950,18648,1001,1934,3112,2859,4289,7599,3027,2630,32669,33684,17740,18331,46236,22154,9605,5565,2647,883,4475,2948,1963,1732,1053,2022,5262,4083,950,1081,880,27708,3721,2708,833196
1154,127126,26364,11200,13213,3688,13540,19699,21676,7157,3028,6105,9193,1434,1884,4529,2844,5969,2117,823,2979,3999,2664,1901,1467,4411,3564,2522,1485,1206,1656,2469,354,1697,1961,1202,1858,4322,1761,598,2134,1026,8194,1400,1051,4546,2331,20807,367154
1155,128685,26890,6249,13240,6246,9132,21793,10583,6391,2655,3698,12394,3251,3287,1805,3456,2337,948,1691,1585,611,2068,1201,408,1965,2484,1351,2233,2174,2576,1077,3191,810,2040,1685,1290,1027,4079,875,583,1245,6581,1223,1652,1938,4376,12508,329567
1156,121068,23884,9448,21576,4360,5608,22693,14101,593,6320,3311,4700,3996,2186,1633,2212,2983,1806,1495,2449,1481,1462,1538,1170,1589,2432,1374,1751,2282,1102,1425,593,1716,1133,1848,2439,1702,2234,1377,914,1270,5566,2538,1343,1867,2231,9412,312211
1157,118970,24571,6625,18006,23871,9056,7476,20939,32229,7023,5455,28921,15717,9506,10623,11426,10656,11647,15604,8411,7088,4231,4639,3505,2905,3433,13379,5430,4041,3306,3745,3932,6066,4198,3739,4570,2530,919,1885,3622,17313,11620,21497,8877,6914,8009,10345,568470
1158,126071,28345,7178,14145,14139,11988,6094,11410,30573,11301,7795,11697,13435,11817,12554,11861,13042,13110,8743,14583,10401,6231,5758,7541,6163,5188,6422,5788,7105,6802,5753,5405,7758,4919,4336,4974,4404,1008,909,1111,4776,18782,6195,3931,2016,2536,2386,528479
1159,135032,25701,16005,26391,29494,16167,23509,15868,21245,30612,23853,22607,31769,18818,15052,14828,16088,16716,45898,12177,12605,15038,13326,14802,17391,14992,14210,16292,17959,18479,16733,19099,16045,15266,14772,13726,7314,6104,6994,11647,15323,8276,4522,4854,4407,3354,23780,905140
1160,128383,40486,17170,34196,22357,16850,13569,15645,20462,22997,16525,38898,10780,11226,10192,11558,9671,14034,9998,17561,17903,19343,19320,15556,17163,16117,14992,20755,7130,4997,5825,10749,10434,20661,8953,5966,7609,6344,44340,21852,15877,8511,11994,8462,8461,8170,10521,850563
1161,141422,39370,16001,26393,15186,12443,12405,20473,10070,3494,2643,3005,1224,1514,4160,2627,2745,1607,2479,3656,5293,1046,1524,1525,3491,2080,6932,3952,3809,1890,2489,3576,2311,4402,3947,3421,4289,5514,3033,6630,2754,3928,5319,3476,2173,3511,1254,416486
1162,120903,39992,11143,20285,11443,9085,14147,19599,13956,4091,2428,2756,1130,2055,3713,5141,4255,1626,2576,3551,3245,9665,2467,3571,1872,1797,3334,2138,2883,2586,2004,2109,1967,2805,5555,2214,1888,1547,2534,4145,1738,1202,3375,3055,4500,3054,3987,375112
1163,119463,34869,11825,13226,6727,7947,9725,25408,12047,1429,1991,4308,3330,5412,1822,4304,3930,2460,2206,7400,1397,3200,3319,2458,1866,978,2730,2209,399,1006,1293,624,2279,1627,2816,1474,3085,2684,1773,2287,1525,2235,2381,2298,1450,1510,11376,342108
1164,117913,42629,11681,23256,8907,14734,17570,33505,7792,1088,2321,1817,2286,4517,3576,2180,4282,1364,4734,10360,1496,1530,1896,1345,3599,1428,1396,2136,1978,1111,1025,3891,694,3714,3473,3618,2084,3235,3317,1876,2884,2176,2192,882,2391,2113,2855,376847
1165,79557,11023,60411,87411,59021,62244,75291,112521,7244,2150,3955,15271,6368,10043,10160,16379,9803,22156,10547,3574,3073,6607,5776,4112,4880,4686,5725,6362,6391,3606,4485,6317,4457,7628,43228,6536,4894,4685,7914,5961,9345,7736,9933,11081,8632,13377,14215,886771
1166,107136,11112,12983,15290,18699,8067,11391,72170,11912,3468,2918,4291,3970,2696,1541,1016,1025,2091,1389,1021,428,2006,2319,1567,914,3819,2632,1387,2853,5376,18366,3531,3487,2203,2845,3410,2470,1564,1258,1630,2111,2396,21192,4907,3230,1868,1934,395889
1167,90551,14988,16593,10006,3966,14315,9864,61112,10473,801,2114,1244,549,1127,697,1776,1420,1479,1939,3303,1971,1738,1488,1144,1820,2177,2701,2343,1621,2481,11208,2491,3882,1064,1212,2895,2345,454,1141,518,1077,1477,8285,3872,1696,1198,580,313196
1168,102556,19935,16247,11966,6991,16651,20863,64735,13491,2736,3922,2738,3468,38896,1586,1341,3921,3135,7612,7177,4488,2646,3005,2607,1993,2945,3045,2071,3949,3387,13118,5333,5281,2175,1834,2499,2403,2209,1837,1785,2175,3346,18117,2115,1428,4367,5329,455454
1169,84335,15552,13281,13586,18997,7791,9995,52345,9973,4239,5809,4439,4393,26604,1552,1666,1770,3377,7847,7378,5527,4230,4220,3043,1939,2282,3422,3868,3490,4017,12623,3543,5051,1979,3692,5235,3126,1104,1473,3192,1989,2909,12849,1418,1909,742,4350,398151
1170,91235,23887,14087,17761,9945,8689,11446,69793,15804,4690,4899,4933,3337,31520,1966,2953,2919,1135,7906,7981,4689,3805,3139,2604,2367,2590,2398,3476,5488,4654,13301,3425,6233,3737,4160,3612,5867,1462,1189,1560,2283,1424,12137,1311,1303,1902,1643,438645
1171,109112,23151,12241,11984,11558,11255,39085,13926,2677,3821,1928,1676,28591,1263,3507,617,1108,1204,16193,8288,3589,4323,5396,4357,2321,2012,3246,4362,4740,16705,3272,4466,3074,3425,5974,7149,635,660,1286,1109,2641,15963,3516,2339,1403,1036,4664,416848
1172,113580,19021,9496,8048,9142,7856,32085,12865,1094,3744,1370,2729,20491,3540,4063,2629,3080,3157,2095,12126,4194,6363,7448,5474,5664,4269,4595,4936,5068,8767,4952,3740,4156,6704,8428,8248,4587,2888,1264,1132,1990,5776,2318,3207,2087,2647,2200,395313
1173,124443,16717,10488,11581,18499,19542,38707,8346,3881,4688,4712,2431,11652,3095,2039,4049,2379,3249,1583,2528,4770,8412,4827,3061,4568,4332,5220,4606,4571,7874,6451,3362,2962,7204,6406,14697,4582,3494,1787,1858,2706,9703,2064,2969,2498,1361,26306,447260
1174,100156,22074,11516,9057,9441,9060,33434,6594,8968,1815,2968,14003,2948,3651,4646,1421,3019,3322,668,1677,7717,6305,4621,6610,3707,4844,3959,3165,8693,7991,4762,5270,5131,7937,6792,7537,1603,2666,1485,733,6784,1939,3510,871,1457,2732,4297,373556
1175,110546,25587,11240,7568,11602,8743,32171,5417,3992,3541,3638,8406,2112,4331,3426,4139,1138,2230,2363,700,1324,5604,7377,6381,6226,5231,4789,4287,5863,6546,4616,3356,7611,10949,9360,4415,3599,2300,1589,2063,2743,2126,1251,2480,1395,2190,5285,373846
1176,105159,24329,10119,11528,11999,19560,30760,4395,2615,1466,2236,9160,1848,2719,1331,2334,1975,2915,823,851,3761,2393,4595,4602,2997,5688,1468,2639,4282,4551,4206,2541,5883,6231,5484,3031,2222,2883,2650,686,2096,3607,2191,1580,1291,2410,2461,336551
1177,109223,19342,14558,13313,19194,11470,15830,3543,5487,5365,10222,17274,1898,2060,1197,2314,3994,7958,3994,4948,5919,6365,3288,5739,5224,6159,7392,8889,6244,5826,3786,5396,3190,6173,8430,6569,3080,5709,6170,8019,9831,1805,2889,1752,2052,2051,4601,415732
1178,120377,13105,19249,7629,12711,17475,21131,3089,5049,3299,6874,13627,3473,6774,3768,2910,1777,1846,1722,2156,1445,2967,1369,1272,6959,6713,4622,4995,8580,4811,4751,4291,8052,6360,13752,3173,2156,2194,2386,4624,6079,1424,5813,3351,612,1762,2913,385467
1179,124848,16490,29405,15115,16682,7986,15388,7849,2248,2650,2626,15204,2779,1955,3945,1509,3129,2832,2579,1955,2369,1045,815,3721,4048,5167,7027,5568,6906,9379,4149,6297,3929,7118,9063,2410,1558,3536,4958,1945,7483,2091,1900,3587,2220,3301,2021,390785
1180,114865,21781,23545,16822,17787,11054,20793,4052,554,2095,3682,14770,527,3083,1273,4390,6382,1666,1667,317,2466,1872,1168,1195,4289,2018,8449,4771,6281,8854,7600,5145,4641,6687,11525,1882,480,277,1974,1771,11092,4492,2518,3740,4422,4488,2805,388007
1181,114100,19312,22730,14317,16230,15060,19186,4639,628,1463,4080,13547,1110,3003,1915,2015,1361,1166,3572,679,1552,633,820,1201,2512,2202,1391,7034,7172,8020,7541,7611,4313,3795,7124,2889,1793,1749,170,1302,7855,1681,5304,865,898,688,2361,350589
1182,103500,25794,17187,13934,19219,12327,26529,5692,1377,3560,2959,14101,2690,1238,3760,829,846,3095,1272,1151,4060,1408,1820,3760,924,1676,1675,1758,7257,6734,7265,5204,7392,2814,2904,1347,207,1674,2858,2426,8992,4284,3167,1783,2354,5100,3709,355612
1183,134167,39865,28953,24209,21366,24914,26829,5123,1419,2418,2735,5808,2067,4303,18942,17203,18073,19080,23792,14763,8227,5338,4011,4326,3843,2448,5838,5232,5558,8772,4211,1418,2157,1710,6261,1307,347,1160,915,2504,2648,3160,5124,4562,4047,7980,7908,547041
1184,110368,27475,17895,19488,10804,18709,30468,613,748,1820,1631,15002,2190,1486,4166,1734,842,3014,2060,2335,805,2700,5118,1635,3254,1954,1852,757,1995,8979,8567,8985,6871,2385,9461,2563,963,2481,1753,4239,11407,3303,3691,2154,4486,2264,5460,382930
1185,110950,34684,20134,21990,8055,7934,30239,6712,2119,1297,2606,14621,3638,1606,3549,3622,3329,2917,3779,4499,2222,1031,2927,4142,1188,1540,2672,2439,1302,10778,741,10002,4609,4691,8280,1352,614,1053,1289,1810,8556,2646,4198,4248,848,4431,5515,383404
1186,125961,27229,21449,24050,6539,10386,24883,5763,285,1285,1316,6645,1583,1960,537,3421,2565,1660,2057,450,3160,2624,1436,2428,921,520,3074,2404,3339,7360,608,2129,2022,3896,5713,2279,1668,2345,765,1282,3051,3604,4248,4870,686,5373,7402,349231
1187,134505,26739,18029,13080,26462,4061,6214,20009,3609,2165,3127,3524,6939,1565,2874,3302,3805,1416,3252,4365,4134,6056,3000,527,3646,590,2995,1107,680,1920,1081,1514,353,15492,5374,4295,2603,1087,1280,6163,7010,3115,4748,1351,1659,7197,6587,384606
