node,dir_0,dir_1,dir_2,dir_3,dir_4,dir_5,dir_6,dir_7,dir_8,dir_9,dir_10,dir_11,dir_12,dir_13,dir_14,dir_15,dir_16,total
198,15000,18000,25000,16000,22000,30000,21000,23000,24000,20000,20000,12000,21000,20000,22000,19000,6000,334000
199,57000,21000,18000,34000,15000,188000,25000,44000,24000,16000,32000,7000,21000,46000,42000,33000,18000,641000
200,33000,34000,32000,18000,17000,165000,27000,19000,15000,39000,42000,24000,21000,44000,39000,15000,18000,602000
201,28000,15000,58000,37000,18000,167000,21000,42000,29000,29000,16000,24000,14000,45000,16000,15000,17000,591000
202,22000,20000,20000,19000,21000,187000,21000,19000,21000,20000,20000,17000,29000,28000,15000,16000,15000,510000
203,16000,29000,31000,43000,23000,142000,18000,34000,49000,15000,22000,16000,53000,13000,22000,15000,15000,556000
204,55000,50000,15000,19000,25000,121000,17000,18000,25000,37000,24000,15000,41000,43000,18000,17000,15000,555000
205,35000,16000,20000,40000,27000,107000,15000,36000,17000,21000,43000,16000,39000,40000,39000,19000,4000,534000
206,30000,34000,28000,29000,27000,21000,21000,16000,20000,17000,15000,20000,18000,18000,18000,9000,4000,345000
207,37000,28000,16000,15000,25000,23000,21000,23000,22000,20000,18000,23000,18000,19000,16000,13000,4000,341000
208,19000,22000,29000,24000,21000,27000,20000,15000,16000,20000,20000,9000,19000,19000,15000,18000,13000,326000
209,15000,24000,28000,40000,19000,140000,17000,37000,37000,46000,20000,26000,17000,15000,15000,55000,13000,564000
210,56000,38000,52000,18000,22000,119000,15000,16000,23000,24000,24000,20000,21000,16000,15000,41000,44000,564000
211,33000,15000,18000,40000,25000,104000,54000,29000,16000,20000,30000,22000,6000,16000,40000,40000,40000,548000
212,26000,26000,23000,22000,21000,21000,20000,15000,20000,16000,24000,7000,5000,16000,17000,16000,17000,312000
213,33000,23000,15000,19000,21000,21000,20000,19000,24000,19000,16000,18000,11000,4000,19000,16000,16000,314000
214,16000,25000,26000,23000,21000,23000,19000,20000,15000,19000,21000,15000,19000,13000,3000,16000,16000,310000
215,21000,16000,23000,15000,20000,23000,19000,19000,20000,19000,19000,17000,18000,17000,11000,3000,17000,297000
216,40000,21000,16000,24000,55000,187000,27000,40000,20000,15000,25000,41000,41000,35000,15000,3000,21000,626000
217,29000,29000,28000,16000,15000,164000,20000,18000,46000,40000,46000,44000,41000,14000,14000,20000,20000,604000
218,25000,52000,52000,35000,17000,167000,19000,35000,26000,22000,15000,47000,14000,14000,14000,24000,13000,591000
219,19000,17000,18000,18000,18000,177000,18000,18000,18000,17000,19000,33000,14000,14000,14000,14000,33000,479000
220,15000,21000,23000,18000,20000,20000,18000,18000,18000,18000,21000,4000,18000,14000,17000,16000,4000,283000
221,18000,15000,21000,18000,19000,21000,18000,18000,18000,18000,18000,7000,4000,14000,14000,15000,13000,269000
222,38000,20000,15000,22000,41000,191000,23000,31000,17000,53000,27000,4000,17000,46000,42000,36000,16000,639000
223,26000,27000,22000,15000,41000,168000,19000,18000,38000,24000,28000,19000,21000,41000,41000,13000,15000,576000
224,21000,50000,45000,25000,15000,164000,18000,37000,23000,21000,45000,17000,22000,13000,48000,14000,13000,591000
225,17000,16000,16000,16000,17000,165000,17000,16000,16000,16000,17000,13000,13000,37000,41000,13000,13000,459000
226,60000,24000,26000,38000,18000,142000,15000,29000,41000,38000,19000,14000,13000,56000,13000,21000,13000,580000
227,39000,31000,49000,18000,19000,122000,52000,15000,24000,26000,21000,14000,13000,45000,36000,19000,16000,559000
228,28000,44000,17000,36000,23000,107000,36000,25000,15000,19000,24000,13000,42000,37000,41000,18000,2000,527000
229,22000,20000,20000,20000,18000,19000,18000,18000,18000,15000,23000,19000,14000,14000,14000,2000,2000,276000
230,23000,20000,18000,18000,18000,18000,18000,18000,18000,18000,15000,5000,15000,13000,14000,13000,7000,269000
231,15000,15000,15000,15000,15000,157000,15000,15000,15000,15000,15000,42000,15000,13000,13000,15000,46000,451000
232,55000,22000,23000,27000,17000,145000,52000,25000,34000,36000,18000,14000,22000,14000,13000,12000,53000,582000
233,34000,29000,44000,16000,18000,120000,37000,48000,20000,21000,20000,18000,20000,14000,13000,42000,42000,556000
234,25000,43000,16000,35000,19000,107000,33000,20000,38000,17000,25000,20000,3000,12000,42000,38000,37000,530000
235,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,15000,3000,2000,12000,12000,12000,243000
236,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,13000,14000,2000,1000,12000,12000,241000
237,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,13000,13000,14000,1000,1000,12000,241000
238,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,17000,15000,12000,13000,12000,1000,1000,241000
239,29000,17000,53000,20000,39000,190000,19000,34000,16000,33000,23000,42000,39000,37000,12000,1000,17000,621000
